PeakID (cmd=annotatePeaks.pl PDX1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
14299	chr4	86763230	86764457	+	0	NA	intron (NM_001287805, intron 1 of 7)	intron (NM_001287805, intron 1 of 7)	14753	NM_001287805	83478	Hs.444229	NM_031305	ENSG00000138639	ARHGAP24	FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP	Rho GTPase activating protein 24	protein-coding
15894	chr5	130078343	130079360	+	0	NA	Intergenic	Intergenic	422098	NM_005340	3094	Hs.483305	NM_005340	ENSG00000169567	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding
845	chr1	89166203	89167069	+	0	NA	intron (NM_001320708, intron 1 of 20)	intron (NM_001320708, intron 1 of 20)	-15749	NR_110682	101927891	Hs.637231	NR_110682	ENSG00000237505	PKN2-AS1	-	PKN2 antisense RNA 1	ncRNA
19957	chr9	2158073	2158925	+	0	NA	promoter-TSS (NM_001289399)	promoter-TSS (NM_001289399)	43	NM_001289400	6595	Hs.298990	NM_003070	ENSG00000080503	SMARCA2	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
12642	chr3	53521484	53522445	+	0	NA	Intergenic	Charlie1a|DNA|hAT-Charlie	-6674	NM_000720	776	Hs.476358	NM_000720	ENSG00000157388	CACNA1D	CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD	calcium voltage-gated channel subunit alpha1 D	protein-coding
12856	chr3	77191664	77192333	+	0	NA	intron (NM_001128929, intron 1 of 24)	intron (NM_001128929, intron 1 of 24)	44835	NM_001128929	6092	Hs.13305	NM_002942	ENSG00000185008	ROBO2	SAX3	roundabout guidance receptor 2	protein-coding
2662	chr10	94479512	94480730	+	0	NA	Intergenic	Intergenic	30409	NM_002729	3087	Hs.118651	NM_002729	ENSG00000152804	HHEX	HEX|HMPH|HOX11L-PEN|PRH|PRHX	hematopoietically expressed homeobox	protein-coding
19445	chr8	74395787	74396642	+	0	NA	intron (NM_001164383, intron 8 of 9)	intron (NM_001164383, intron 8 of 9)	63905	NR_038406	100128126	Hs.679921	NR_038406	ENSG00000253302	STAU2-AS1	-	STAU2 antisense RNA 1	ncRNA
20201	chr9	36406818	36407952	+	0	NA	Intergenic	Intergenic	-6190	NM_194330	152006	Hs.333503	NM_022781	ENSG00000137075	RNF38	-	ring finger protein 38	protein-coding
7110	chr15	101734319	101735084	+	0	NA	intron (NM_014918, intron 2 of 2)	intron (NM_014918, intron 2 of 2)	57552	NM_014918	22856	Hs.110488	NM_014918	ENSG00000131873	CHSY1	CHSY|CSS1|ChSy-1|TPBS	chondroitin sulfate synthase 1	protein-coding
4126	chr12	4966748	4967464	+	0	NA	Intergenic	Intergenic	48764	NM_002235	3742	Hs.306190	NM_002235	ENSG00000130035	KCNA6	HBK2|KV1.6|PPP1R96	potassium voltage-gated channel subfamily A member 6	protein-coding
10850	chr2	200779453	200780178	+	0	NA	intron (NM_153689, intron 1 of 1)	intron (NM_153689, intron 1 of 1)	3799	NM_153689	205327	Hs.154494	NM_153689	ENSG00000178074	C2orf69	-	chromosome 2 open reading frame 69	protein-coding
2917	chr10	121844690	121846259	+	0	NA	Intergenic	Intergenic	127449	NR_039830	100616322		NR_039830	ENSG00000265370	MIR4682	-	microRNA 4682	ncRNA
13481	chr3	160636659	160637261	+	0	NA	intron (NR_134243, intron 2 of 5)	intron (NR_134243, intron 2 of 5)	48574	NR_134243	151742	Hs.389027	NM_139245	ENSG00000163590	PPM1L	PP2C-epsilon|PP2CE|PPM1-LIKE	protein phosphatase, Mg2+/Mn2+ dependent 1L	protein-coding
4227	chr12	20745399	20745916	+	0	NA	intron (NM_001244683, intron 1 of 14)	intron (NM_001244683, intron 1 of 14)	20859	NM_001244683	5139	Hs.386791	NM_000921	ENSG00000172572	PDE3A	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	phosphodiesterase 3A	protein-coding
15790	chr5	118683214	118684020	+	0	NA	intron (NM_001286814, intron 1 of 1)	intron (NM_001286814, intron 1 of 1)	-6851	NM_001286813	25816	Hs.618488	NM_014350	ENSG00000145779	TNFAIP8	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	TNF alpha induced protein 8	protein-coding
9322	chr19	39935269	39935832	+	0	NA	promoter-TSS (NM_001319991)	promoter-TSS (NM_001319991)	-636	NM_001130825	6829	Hs.631604	NM_003169	ENSG00000196235	SUPT5H	SPT5|SPT5H|Tat-CT1	SPT5 homolog, DSIF elongation factor subunit	protein-coding
1876	chr1	237344562	237345543	+	0	NA	intron (NM_001035, intron 1 of 104)	intron (NM_001035, intron 1 of 104)	139568	NM_001035	6262	Hs.109514	NM_001035	ENSG00000198626	RYR2	ARVC2|ARVD2|RYR-2|RyR|VTSIP	ryanodine receptor 2	protein-coding
20583	chr9	112078306	112079195	+	0	NA	intron (NM_019114, intron 1 of 25)	L3|LINE|CR1	4494	NM_018424	54566	Hs.591901	NM_018424	ENSG00000095203	EPB41L4B	CG1|EHM2	erythrocyte membrane protein band 4.1 like 4B	protein-coding
11510	chr20	38258824	38259612	+	0	NA	Intergenic	Intergenic	-373885	NR_109937	100505663	Hs.559348	NR_109936	ENSG00000237767	LINC01370	HI-LNC25|HILNC25	long intergenic non-protein coding RNA 1370	ncRNA
16115	chr5	152992639	152993315	+	0	NA	intron (NM_001258020, intron 3 of 16)	intron (NM_001258020, intron 3 of 16)	121245	NM_001258021	2890	Hs.519693	NM_000827	ENSG00000155511	GRIA1	GLUH1|GLUR1|GLURA|GluA1|HBGR1	glutamate ionotropic receptor AMPA type subunit 1	protein-coding
17385	chr6	140923904	140924478	+	0	NA	Intergenic	Intergenic	-80760	NR_039675	100616180		NR_039675	ENSG00000264390	MIR4465	-	microRNA 4465	ncRNA
12603	chr3	50465646	50466334	+	0	NA	intron (NM_001291101, intron 3 of 37)	intron (NM_001291101, intron 3 of 37)	63196	NR_111913	11068	Hs.149443	NM_007022	ENSG00000114395	CYB561D2	101F6|TSP10|XXcos-LUCA11.4	cytochrome b561 family member D2	protein-coding
6334	chr14	91019990	91020476	+	0	NA	intron (NM_001010854, intron 19 of 19)	intron (NM_001010854, intron 19 of 19)	-36680	NR_135274	105370619	Hs.525530	NR_135274		LOC105370619	-	uncharacterized LOC105370619	ncRNA
4068	chr11	133663356	133663997	+	0	NA	intron (NR_120444, intron 2 of 2)	intron (NR_120444, intron 2 of 2)	16595	NR_120444	646522	Hs.560000	NR_120444	ENSG00000255258	LINC02743	-	long intergenic non-protein coding RNA 2743	ncRNA
3285	chr11	33475532	33476232	+	0	NA	intron (NM_012194, intron 1 of 20)	Tigger15a|DNA|TcMar-Tigger	78228	NM_012194	25758	Hs.502266	NM_012194	ENSG00000110427	KIAA1549L	C11orf41|C11orf69|G2	KIAA1549 like	protein-coding
2281	chr10	52396520	52397529	+	0	NA	Intergenic	Tigger10|DNA|TcMar-Tigger	12313	NR_126411	104355295	Hs.450493	NR_126411		SGMS1-AS1	-	SGMS1 antisense RNA 1	ncRNA
6891	chr15	72631981	72632693	+	0	NA	TTS (NM_000520)	TTS (NM_000520)	-19839	NM_052840	60677	Hs.348342	NM_052840	ENSG00000140488	CELF6	BRUNOL6	CUGBP Elav-like family member 6	protein-coding
5398	chr13	42845340	42846225	+	0	NA	promoter-TSS (NM_016248)	promoter-TSS (NM_016248)	-506	NM_016248	11215	Hs.105105	NM_016248	ENSG00000023516	AKAP11	AKAP-11|AKAP220|PPP1R44|PRKA11	A-kinase anchoring protein 11	protein-coding
11559	chr20	42169641	42170491	+	0	NA	3' UTR (NM_032107, exon 22 of 22)	3' UTR (NM_032107, exon 22 of 22)	-17601	NM_170693	10110	Hs.300863	NM_016276	ENSG00000101049	SGK2	H-SGK2|dJ138B7.2	serum/glucocorticoid regulated kinase 2	protein-coding
17870	chr7	18429367	18430240	+	0	NA	intron (NM_001321896, intron 1 of 12)	intron (NM_001321896, intron 1 of 12)	100088	NM_001321896	9734	Hs.196054	NM_014707	ENSG00000048052	HDAC9	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	histone deacetylase 9	protein-coding
4498	chr12	57450553	57451311	+	0	NA	3' UTR (NM_015257, exon 8 of 8)	3' UTR (NM_015257, exon 8 of 8)	-5950	NM_001256041	4640	Hs.5394	NM_005379	ENSG00000166866	MYO1A	BBMI|DFNA48|MIHC|MYHL	myosin IA	protein-coding
9466	chr19	58330773	58331289	+	0	NA	Intergenic	CpG	-4750	NM_024762	79818	Hs.560727	NM_024762	ENSG00000178935	ZNF552	-	zinc finger protein 552	protein-coding
17183	chr6	121778495	121779426	+	0	NA	Intergenic	MIRb|SINE|MIR	22168	NM_000165	2697	Hs.74471	NM_000165	ENSG00000152661	GJA1	AVSD3|CMDR|CX43|EKVP|EKVP3|GJAL|HLHS1|HSS|ODDD|PPKCA	gap junction protein alpha 1	protein-coding
8391	chr17	72369930	72370659	+	0	NA	Intergenic	Intergenic	6649	NM_181790	350383	Hs.574368	NM_181790	ENSG00000257008	GPR142	GPRg1b|PGR2	G protein-coupled receptor 142	protein-coding
20585	chr9	112183099	112183620	+	0	NA	intron (NM_001145370, intron 7 of 19)	intron (NM_001145370, intron 7 of 19)	-3296	NR_026918	5774	Hs.436429	NM_002829	ENSG00000070159	PTPN3	PTP-H1|PTPH1	protein tyrosine phosphatase non-receptor type 3	protein-coding
17339	chr6	137340615	137341205	+	0	NA	intron (NM_001278723, intron 1 of 5)	intron (NM_001278723, intron 1 of 5)	24539	NM_001278722	53832	Hs.445868	NM_014432	ENSG00000016402	IL20RA	CRF2-8|IL-20R-alpha|IL-20R1|IL-20RA	interleukin 20 receptor subunit alpha	protein-coding
4846	chr12	106572623	106574059	+	0	NA	Intergenic	Intergenic	-39530	NM_014840	9891	Hs.524692	NM_014840	ENSG00000074590	NUAK1	ARK5	NUAK family kinase 1	protein-coding
3700	chr11	92949124	92950926	+	0	NA	Intergenic	Intergenic	-18868	NM_152313	120103	Hs.148766	NM_152313	ENSG00000180773	SLC36A4	PAT4	solute carrier family 36 member 4	protein-coding
18301	chr7	82168888	82169778	+	0	NA	Intergenic	Eulor11|DNA|DNA	-96061	NM_001366867	781	Hs.282151	NM_000722	ENSG00000153956	CACNA2D1	CACNA2|CACNL2A|CCHL2A|LINC01112|lncRNA-N3	calcium voltage-gated channel auxiliary subunit alpha2delta 1	protein-coding
12521	chr3	40965882	40966940	+	0	NA	Intergenic	Intergenic	-274585	NM_001098209	1499	Hs.476018	NM_001904	ENSG00000168036	CTNNB1	CTNNB|EVR7|MRD19|NEDSDV|armadillo	catenin beta 1	protein-coding
8060	chr17	40611216	40612584	+	0	NA	intron (NM_001130020, intron 1 of 20)	intron (NM_001130020, intron 1 of 20)	1004	NM_005177	535	Hs.463074	NM_005177	ENSG00000033627	ATP6V0A1	ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1	ATPase H+ transporting V0 subunit a1	protein-coding
1656	chr1	216410957	216411797	+	0	NA	intron (NM_206933, intron 13 of 71)	intron (NM_206933, intron 13 of 71)	165570	NR_125993	102723833	Hs.232072	NR_125992	ENSG00000233620	LOC102723833	-	uncharacterized LOC102723833	ncRNA
14341	chr4	89627560	89628231	+	0	NA	intron (NM_001271602, intron 24 of 24)	intron (NM_001271602, intron 24 of 24)	-3045	NR_002806	285512	Hs.744957	NR_002806	ENSG00000248019	FAM13A-AS1	FAM13A1OS|FAM13AOS|NCRNA00039	FAM13A antisense RNA 1	ncRNA
5843	chr14	24610600	24611482	+	0	NA	promoter-TSS (NM_001346875)	promoter-TSS (NM_001346875)	-241	NM_016049	51016	Hs.271614	NM_016049	ENSG00000100908	EMC9	C14orf122|CGI-112|FAM158A	ER membrane protein complex subunit 9	protein-coding
12042	chr22	27506375	27507269	+	0	NA	Intergenic	Intergenic	-50342	NM_001318329	284898	Hs.350813	NM_001318329		LOC284898	-	uncharacterized LOC284898	protein-coding
21249	chrX	139843938	139844563	+	0	NA	intron (NR_104228, intron 3 of 3)	MIRc|SINE|MIR	22473	NM_004065	1038	Hs.446675	NM_004065	ENSG00000184258	CDR1	CDR|CDR34|CDR62A	cerebellar degeneration related protein 1	protein-coding
5402	chr13	43507224	43508133	+	0	NA	intron (NM_001330543, intron 6 of 11)	L2a|LINE|L2	58699	NM_001002264	94240	Hs.546467	NM_033255	ENSG00000133106	EPSTI1	BRESI1	epithelial stromal interaction 1	protein-coding
14295	chr4	86684107	86684770	+	0	NA	intron (NM_001025616, intron 3 of 9)	intron (NM_001025616, intron 3 of 9)	-15513	NM_001042669	83478	Hs.444229	NM_031305	ENSG00000138639	ARHGAP24	FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP	Rho GTPase activating protein 24	protein-coding
7953	chr17	28770359	28771461	+	0	NA	exon (NM_001199775, exon 11 of 21)	exon (NM_001199775, exon 11 of 21)	-33516	NM_004871	9527	Hs.462680	NM_004871	ENSG00000108587	GOSR1	GOLIM2|GOS-28|GOS28|GOS28/P28|GS28|P28	golgi SNAP receptor complex member 1	protein-coding
8502	chr18	6738594	6739084	+	0	NA	intron (NM_001366231, intron 1 of 16)	intron (NM_001366231, intron 1 of 16)	-8978	NR_134645	101927168	Hs.242240	NR_134645		LOC101927168	-	uncharacterized LOC101927168	ncRNA
5626	chr13	81439172	81440071	+	0	NA	Intergenic	Intergenic	-152905	NR_125770	103724386	Hs.539622	NR_125770		LINC00377	TCONS_00021861	long intergenic non-protein coding RNA 377	ncRNA
14048	chr4	42873519	42874578	+	0	NA	Intergenic	Intergenic	-21235	NM_001080476	389207	Hs.162559	NM_001080476	ENSG00000215203	GRXCR1	DFNB25|PPP1R88	glutaredoxin and cysteine rich domain containing 1	protein-coding
16021	chr5	143016375	143017298	+	0	NA	Intergenic	Intergenic	-42589	NR_049829	100846991		NR_049829	ENSG00000266478	MIR5197	-	microRNA 5197	ncRNA
2206	chr10	33505484	33507261	+	0	NA	intron (NR_045259, intron 7 of 15)	intron (NR_045259, intron 7 of 15)	-100637	NR_160030	101929447		NR_160030		IATPR	TCONS_00018476|linc-ITGB1	ITGB1 adjacent tumor promoting lncRNA	ncRNA
15077	chr5	17988318	17989242	+	0	NA	Intergenic	Intergenic	181397	NR_134286	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
1246	chr1	168554203	168555066	+	0	NA	Intergenic	Intergenic	8791	NM_002995	6375	Hs.546295	NM_002995	ENSG00000143184	XCL1	ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCM1A|SCYC1	X-C motif chemokine ligand 1	protein-coding
20770	chr9	134818800	134819487	+	0	NA	intron (NM_004269, intron 3 of 7)	intron (NM_004269, intron 3 of 7)	136111	NM_004269	9442	Hs.374262	NM_004269	ENSG00000160563	MED27	CRAP34|CRSP34|CRSP8|MED3|TRAP37	mediator complex subunit 27	protein-coding
5479	chr13	50655503	50657441	+	0	NA	promoter-TSS (NR_152567)	promoter-TSS (NR_152567)	167	NR_109974	10301	Hs.591229	NM_005887	ENSG00000176124	DLEU1	BCMS|BCMS1|DLB1|DLEU2|LEU1|LEU2|LINC00021|NCRNA00021|XTP6	deleted in lymphocytic leukemia 1	ncRNA
4894	chr12	109603437	109603797	+	0	NA	intron (NM_001093, intron 2 of 52)	HAL1|LINE|L1	49225	NM_001093	32	Hs.234898	NM_001093	ENSG00000076555	ACACB	ACC2|ACCB|HACC275	acetyl-CoA carboxylase beta	protein-coding
17072	chr6	109616966	109618377	+	0	NA	intron (NR_152435, intron 28 of 45)	intron (NR_152435, intron 28 of 45)	85271	NM_001346500	8763	Hs.520313	NM_006016	ENSG00000135535	CD164	DFNA66|MGC-24|MGC-24v|MUC-24|endolyn	CD164 molecule	protein-coding
17134	chr6	116304929	116305668	+	0	NA	intron (NM_002031, intron 2 of 7)	L2c|LINE|L2	-54596	NR_027338	728402	Hs.729953	NR_027338		TPI1P3	-	triosephosphate isomerase 1 pseudogene 3	pseudo
8302	chr17	65377735	65378594	+	0	NA	intron (NM_181671, intron 1 of 9)	intron (NM_181671, intron 1 of 9)	4767	NM_181671	26207	Hs.591185	NM_012417	ENSG00000154217	PITPNC1	M-RDGB-beta|MRDGBbeta|RDGB-BETA|RDGBB|RDGBB1	phosphatidylinositol transfer protein cytoplasmic 1	protein-coding
11792	chr21	29584005	29584864	+	0	NA	intron (NR_126012, intron 3 of 5)	intron (NR_126012, intron 3 of 5)	16552	NR_126012	101927973	Hs.570414	NR_126012	ENSG00000236532	LINC01695	-	long intergenic non-protein coding RNA 1695	ncRNA
5946	chr14	42922480	42923326	+	0	NA	Intergenic	Intergenic	846844	NM_001330106	145581	Hs.136893	NM_152447	ENSG00000165379	LRFN5	C14orf146|FIGLER8|SALM5	leucine rich repeat and fibronectin type III domain containing 5	protein-coding
20467	chr9	96673778	96674801	+	0	NA	Intergenic	Intergenic	43348	NM_021570	56033	Hs.164960	NM_021570	ENSG00000131668	BARX1	-	BARX homeobox 1	protein-coding
18403	chr7	95098717	95099650	+	0	NA	Intergenic	Intergenic	-16030	NM_145872	51666	Hs.602765	NM_016116	ENSG00000005981	ASB4	ASB-4	ankyrin repeat and SOCS box containing 4	protein-coding
3557	chr11	73126051	73126914	+	0	NA	intron (NM_015159, intron 4 of 7)	intron (NM_015159, intron 4 of 7)	38769	NM_032871	84957	Hs.533720	NM_032871	ENSG00000054967	RELT	AI3C|TNFRSF19L|TRLT	RELT TNF receptor	protein-coding
11037	chr2	223314507	223315494	+	0	NA	intron (NM_001320833, intron 2 of 5)	intron (NM_001320833, intron 2 of 5)	25738	NM_001320833	130367	Hs.210043	NM_152386	ENSG00000163082	SGPP2	SPP2|SPPase2	sphingosine-1-phosphate phosphatase 2	protein-coding
16431	chr6	16319818	16320983	+	0	NA	intron (NM_001357857, intron 8 of 8)	intron (NM_001357857, intron 8 of 8)	81582	NM_006877	2766	Hs.484741	NM_006877	ENSG00000137198	GMPR	GMPR 1|GMPR1	guanosine monophosphate reductase	protein-coding
6689	chr15	52332407	52333334	+	0	NA	intron (NM_002748, intron 1 of 5)	intron (NM_002748, intron 1 of 5)	21454	NM_002748	5597	Hs.411847	NM_002748	ENSG00000069956	MAPK6	ERK3|HsT17250|PRKM6|p97MAPK	mitogen-activated protein kinase 6	protein-coding
17916	chr7	24078287	24079240	+	0	NA	Intergenic	Intergenic	-245046	NM_000905	4852	Hs.1832	NM_000905	ENSG00000122585	NPY	PYY4	neuropeptide Y	protein-coding
11440	chr20	25290833	25291514	+	0	NA	intron (NM_001042472, intron 6 of 12)	intron (NM_001042472, intron 6 of 12)	62452	NM_002862	5834	Hs.368157	NM_002862	ENSG00000100994	PYGB	GPBB	glycogen phosphorylase B	protein-coding
583	chr1	53234881	53235724	+	0	NA	intron (NM_024646, intron 2 of 13)	intron (NM_024646, intron 2 of 13)	43177	NM_024646	79699	Hs.476280	NM_024646	ENSG00000162378	ZYG11B	ZYG11	zyg-11 family member B, cell cycle regulator	protein-coding
16116	chr5	153129314	153130067	+	0	NA	intron (NR_157093, intron 11 of 16)	intron (NR_157093, intron 11 of 16)	148857	NR_146729	105378238	Hs.590229	NR_146729	ENSG00000251183	LINC01861	-	long intergenic non-protein coding RNA 1861	ncRNA
1862	chr1	236451757	236453647	+	0	NA	Intergenic	Intergenic	-7444	NM_019891	56605	Hs.558519	NM_019891	ENSG00000086619	ERO1B	ERO1LB|Ero1beta	endoplasmic reticulum oxidoreductase 1 beta	protein-coding
20051	chr9	11569441	11570193	+	0	NA	Intergenic	Intergenic	956611	NR_110696	101929428	Hs.434446	NR_110696	ENSG00000226717	PTPRD-AS2	-	PTPRD antisense RNA 2 (head to head)	ncRNA
12357	chr3	15419659	15420311	+	0	NA	Intergenic	MER66C|LTR|ERV1	-37098	NM_001018009	9467	Hs.257761	NM_004844	ENSG00000131370	SH3BP5	SAB|SH3BP-5	SH3 domain binding protein 5	protein-coding
5268	chr13	32478217	32479128	+	0	NA	intron (NR_027062, intron 1 of 3)	intron (NR_027062, intron 1 of 3)	57752	NR_027062	196549	Hs.507667	NM_145293		EEF1DP3	-	eukaryotic translation elongation factor 1 delta pseudogene 3	pseudo
18516	chr7	107703812	107704740	+	0	NA	exon (NM_001318046, exon 22 of 34)	exon (NM_001318046, exon 22 of 34)	-60670	NM_002291	3912	Hs.650585	NM_002291	ENSG00000091136	LAMB1	CLM|LIS5	laminin subunit beta 1	protein-coding
2635	chr10	90918143	90918966	+	0	NA	Intergenic	Intergenic	48520	NM_003956	9023	Hs.47357	NM_003956	ENSG00000138135	CH25H	C25H	cholesterol 25-hydroxylase	protein-coding
15497	chr5	78868202	78868938	+	0	NA	Intergenic	LTR49-int|LTR|ERV1	-39670	NM_001114394	167153	Hs.418198	NM_173797	ENSG00000164329	TENT2	APD4|GLD2|PAPD4|TUT2	terminal nucleotidyltransferase 2	protein-coding
18370	chr7	92077309	92078180	+	0	NA	intron (NR_052016, intron 1 of 5)	intron (NR_052016, intron 1 of 5)	948	NR_052016	57798	Hs.21145	NM_021167	ENSG00000157259	GATAD1	CMD2B|ODAG|RG083M05.2	GATA zinc finger domain containing 1	protein-coding
13930	chr4	24473928	24475041	+	0	NA	promoter-TSS (NM_001354825)	promoter-TSS (NM_001354825)	44	NR_148982	10891	Hs.527078	NM_013261	ENSG00000109819	PPARGC1A	LEM6|PGC-1(alpha)|PGC-1alpha|PGC-1v|PGC1|PGC1A|PPARGC1	PPARG coactivator 1 alpha	protein-coding
15482	chr5	77425057	77426244	+	0	NA	intron (NM_003664, intron 15 of 26)	intron (NM_003664, intron 15 of 26)	164872	NM_001271769	8546	Hs.532091	NM_003664	ENSG00000132842	AP3B1	ADTB3|ADTB3A|HPS|HPS2|PE	adaptor related protein complex 3 subunit beta 1	protein-coding
7972	chr17	30841682	30842409	+	0	NA	intron (NM_015194, intron 21 of 21)	MIRb|SINE|MIR	28034	NM_003885	8851	Hs.500015	NM_003885	ENSG00000176749	CDK5R1	CDK5P35|CDK5R|NCK5A|p23|p25|p35|p35nck5a	cyclin dependent kinase 5 regulatory subunit 1	protein-coding
15950	chr5	136631825	136632827	+	0	NA	intron (NM_004598, intron 2 of 10)	intron (NM_004598, intron 2 of 10)	168440	NR_134246	105379192	Hs.124611	NR_134246		LOC105379192	-	uncharacterized LOC105379192	ncRNA
5807	chr14	20885412	20886437	+	0	NA	Intergenic	Intergenic	-4264	NM_007110	7011	Hs.508835	NM_007110	ENSG00000129566	TEP1	TLP1|TP1|TROVE1|VAULT2|p240	telomerase associated protein 1	protein-coding
14584	chr4	134244575	134245407	+	0	NA	Intergenic	L1MB2|LINE|L1	174542	NM_032961	57575	Hs.192859	NM_020815	ENSG00000138650	PCDH10	OL-PCDH|PCDH19	protocadherin 10	protein-coding
3258	chr11	31670797	31671903	+	0	NA	intron (NM_001288725, intron 8 of 10)	intron (NM_001288725, intron 8 of 10)	140036	NM_019040	26610	Hs.175534	NM_019040	ENSG00000109911	ELP4	AN|AN2|C11orf19|PAX6NEB|PAXNEB|dJ68P15A.1|hELP4	elongator acetyltransferase complex subunit 4	protein-coding
20925	chrX	20545363	20546368	+	0	NA	Intergenic	Intergenic	-260838	NM_004586	6197	Hs.445387	NM_004586	ENSG00000177189	RPS6KA3	CLS|HU-3|ISPK-1|MAPKAPK1B|MRX19|RSK|RSK2|S6K-alpha3|p90-RSK2|pp90RSK2	ribosomal protein S6 kinase A3	protein-coding
9292	chr19	38084847	38086894	+	0	NA	promoter-TSS (NM_001172226)	promoter-TSS (NM_001172226)	93	NM_001172225	163255	Hs.728927	NM_152606	ENSG00000171817	ZNF540	Nbla10512	zinc finger protein 540	protein-coding
14736	chr4	154006353	154006814	+	0	NA	Intergenic	Intergenic	-66903	NM_001351056	23321	Hs.435711	NM_015271	ENSG00000109654	TRIM2	CMT2R|RNF86	tripartite motif containing 2	protein-coding
18724	chr7	133075629	133076397	+	0	NA	intron (NM_001037126, intron 7 of 9)	intron (NM_001037126, intron 7 of 9)	100378	NR_106749	102465139		NR_106749	ENSG00000276137	MIR6133	hsa-mir-6133	microRNA 6133	ncRNA
1460	chr1	196434962	196435514	+	0	NA	intron (NR_146057, intron 7 of 26)	intron (NR_146057, intron 7 of 26)	116373	NR_039888	100616363		NR_039888	ENSG00000265986	MIR4735	-	microRNA 4735	ncRNA
12419	chr3	22138027	22139157	+	0	NA	Intergenic	MLT1G3|LTR|ERVL-MaLR	139961	NR_046876	100874221	Hs.160616	NR_046876	ENSG00000223351	ZNF385D-AS2	-	ZNF385D antisense RNA 2	ncRNA
17722	chr7	3622596	3623351	+	0	NA	intron (NM_152744, intron 1 of 44)	intron (NM_152744, intron 1 of 44)	282089	NM_152744	221935	Hs.653013	NM_152744	ENSG00000146555	SDK1	-	sidekick cell adhesion molecule 1	protein-coding
6877	chr15	71543567	71544457	+	0	NA	intron (NM_024817, intron 4 of 16)	intron (NM_024817, intron 4 of 16)	-62614	NR_120349	101929196	Hs.680472	NR_120348		THSD4-AS1	-	THSD4 antisense RNA 1	ncRNA
8457	chr17	80163446	80164287	+	0	NA	intron (NM_001367828, intron 1 of 16)	intron (NM_001367828, intron 1 of 16)	6852	NM_001367828	284001	Hs.631724	NM_152675	ENSG00000176155	CCDC57	-	coiled-coil domain containing 57	protein-coding
11400	chr20	21917794	21918773	+	0	NA	Intergenic	MER6A|DNA|TcMar-Tigger	-116445	NR_038394	100270679	Hs.385748	NR_038394	ENSG00000234435	LINC01432	-	long intergenic non-protein coding RNA 1432	ncRNA
18095	chr7	44323454	44324488	+	0	NA	intron (NM_172078, intron 1 of 20)	intron (NM_172078, intron 1 of 20)	41222	NM_172084	816	Hs.351887	NM_001220	ENSG00000058404	CAMK2B	CAM2|CAMK2|CAMKB|MRD54	calcium/calmodulin dependent protein kinase II beta	protein-coding
15271	chr5	53404485	53405144	+	0	NA	intron (NM_019087, intron 4 of 4)	intron (NM_019087, intron 4 of 4)	-157385	NR_030307	693166		NR_030307	ENSG00000207627	MIR581	MIRN581|hsa-mir-581	microRNA 581	ncRNA
7056	chr15	93192350	93192995	+	0	NA	intron (NM_207446, intron 1 of 2)	intron (NM_207446, intron 1 of 2)	6333	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
14758	chr4	157396295	157396784	+	0	NA	Intergenic	Intergenic	496412	NM_016205	56034	Hs.570855	NM_016205	ENSG00000145431	PDGFC	FALLOTEIN|SCDGF	platelet derived growth factor C	protein-coding
2490	chr10	77358561	77359684	+	0	NA	intron (NM_001305581, intron 2 of 6)	intron (NM_001305581, intron 2 of 6)	46906	NR_030337	693191		NR_030337	ENSG00000207583	MIR606	MIRN606|hsa-mir-606	microRNA 606	ncRNA
17215	chr6	126474420	126475106	+	0	NA	Intergenic	Intergenic	167077	NR_146804	60487	Hs.404186	NM_021820	ENSG00000066651	TRMT11	C6orf75|MDS024|TRM11|TRMT11-1	tRNA methyltransferase 11 homolog	protein-coding
4100	chr12	2272272	2272686	+	0	NA	intron (NM_001167623, intron 3 of 46)	MIRc|SINE|MIR	60168	NR_046578	100874234	Hs.372570	NR_046578	ENSG00000256025	CACNA1C-AS4	-	CACNA1C antisense RNA 4	ncRNA
